complexity,loss,score,equation,sympy_format,lambda_format,Iteration
7,17.000546,0.0094893371271041,(68.68564 + P) - (Naphthalene * Isoeugenol),-Isoeugenol*Naphthalene + P + 68.68564,PySRFunction(X=>-Isoeugenol*Naphthalene + P + 68.68564),82
9,16.605139,0.011766617710621,((Cu + 72.46386) + (-0.94980806 / Acenaphthylene)) + Acenaphthylene,Acenaphthylene + Cu + 72.46386 - 0.94980806/Acenaphthylene,PySRFunction(X=>Acenaphthylene + Cu + 72.46386 - 0.94980806/Acenaphthylene),82
11,16.354788,0.007595763628379,((72.60379 + Cu) + ((-0.8578757 - Anthracene) / Acenaphthylene)) - SO_4,Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),82
13,16.3522,7.912682162600368e-05,(((-0.8578757 - Anthracene) / Acenaphthylene) + (72.60379 + (Cu + 1.3244835))) - Sb,Cu - Sb + 1.3244835 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - Sb + 1.3244835 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),82
15,16.330507,0.0006637456066804,(((72.60379 + Cu) + ((-0.8578757 - (Anthracene + Naphthalene)) / Acenaphthylene)) - Acenaphthylene) - -0.44709995,-Acenaphthylene + Cu - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene,PySRFunction(X=>-Acenaphthylene + Cu - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene),82
17,16.26398,0.0020410535187,(((67.324844 + Cu) + (-0.7533195 / Acenaphthylene)) - ((Acenaphthylene - Anthracene) / -0.10540459)) + (var1_Methylnaphthalene / Octadecane),Cu - (Acenaphthylene - Anthracene)/(-0.10540459) + 67.324844 + var1_Methylnaphthalene/Octadecane - 0.7533195/Acenaphthylene,PySRFunction(X=>Cu - (Acenaphthylene - Anthracene)/(-0.10540459) + 67.324844 + var1_Methylnaphthalene/Octadecane - 0.7533195/Acenaphthylene),82
19,16.212366,0.0015892811172718,((((72.60379 + Cu) + ((-0.8578757 - (Anthracene + Naphthalene)) / Acenaphthylene)) - (Acenaphthylene / -0.14831303)) - -0.44709995) - 0.412532,-Acenaphthylene/(-0.14831303) + Cu - 1*0.412532 - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene,PySRFunction(X=>-Acenaphthylene/(-0.14831303) + Cu - 1*0.412532 - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene),82
3,17.826622,0.78389159163113,P + 65.283936,P + 65.283936,PySRFunction(X=>P + 65.283936),83
5,17.326275,0.0142344112555987,(65.283936 + P) - Propylguaiacol,P - Propylguaiacol + 65.283936,PySRFunction(X=>P - Propylguaiacol + 65.283936),83
7,17.000546,0.0094893371271041,(68.68564 + P) - (Naphthalene * Isoeugenol),-Isoeugenol*Naphthalene + P + 68.68564,PySRFunction(X=>-Isoeugenol*Naphthalene + P + 68.68564),83
9,16.605139,0.011766617710621,((Cu + 72.46386) + (-0.94980806 / Acenaphthylene)) + Acenaphthylene,Acenaphthylene + Cu + 72.46386 - 0.94980806/Acenaphthylene,PySRFunction(X=>Acenaphthylene + Cu + 72.46386 - 0.94980806/Acenaphthylene),83
11,16.354788,0.007595763628379,((72.60379 + Cu) + ((-0.8578757 - Anthracene) / Acenaphthylene)) - SO_4,Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),83
13,16.3522,7.912682162600368e-05,(((-0.8578757 - Anthracene) / Acenaphthylene) + (72.60379 + (Cu + 1.3244835))) - Sb,Cu - Sb + 1.3244835 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - Sb + 1.3244835 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),83
15,16.330507,0.0006637456066804,(((72.60379 + Cu) + ((-0.8578757 - (Anthracene + Naphthalene)) / Acenaphthylene)) - Acenaphthylene) - -0.44709995,-Acenaphthylene + Cu - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene,PySRFunction(X=>-Acenaphthylene + Cu - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene),83
17,16.26398,0.0020410535187,(((67.324844 + Cu) + (-0.7533195 / Acenaphthylene)) - ((Acenaphthylene - Anthracene) / -0.10540459)) + (var1_Methylnaphthalene / Octadecane),Cu - (Acenaphthylene - Anthracene)/(-0.10540459) + 67.324844 + var1_Methylnaphthalene/Octadecane - 0.7533195/Acenaphthylene,PySRFunction(X=>Cu - (Acenaphthylene - Anthracene)/(-0.10540459) + 67.324844 + var1_Methylnaphthalene/Octadecane - 0.7533195/Acenaphthylene),83
19,16.212366,0.0015892811172718,((((72.60379 + Cu) + ((-0.8578757 - (Anthracene + Naphthalene)) / Acenaphthylene)) - (Acenaphthylene / -0.14831303)) - -0.44709995) - 0.412532,-Acenaphthylene/(-0.14831303) + Cu - 1*0.412532 - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene,PySRFunction(X=>-Acenaphthylene/(-0.14831303) + Cu - 1*0.412532 - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene),83
3,17.826622,0.78389159163113,P + 65.283936,P + 65.283936,PySRFunction(X=>P + 65.283936),84
5,17.326275,0.0142344112555987,(65.283936 + P) - Propylguaiacol,P - Propylguaiacol + 65.283936,PySRFunction(X=>P - Propylguaiacol + 65.283936),84
7,17.000546,0.0094893371271041,(68.68564 + P) - (Naphthalene * Isoeugenol),-Isoeugenol*Naphthalene + P + 68.68564,PySRFunction(X=>-Isoeugenol*Naphthalene + P + 68.68564),84
9,16.605139,0.011766617710621,((Cu + 72.46386) + (-0.94980806 / Acenaphthylene)) + Acenaphthylene,Acenaphthylene + Cu + 72.46386 - 0.94980806/Acenaphthylene,PySRFunction(X=>Acenaphthylene + Cu + 72.46386 - 0.94980806/Acenaphthylene),84
11,16.354788,0.007595763628379,((72.60379 + Cu) + ((-0.8578757 - Anthracene) / Acenaphthylene)) - SO_4,Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),84
13,16.3522,7.912682162600368e-05,(((-0.8578757 - Anthracene) / Acenaphthylene) + (72.60379 + (Cu + 1.3244835))) - Sb,Cu - Sb + 1.3244835 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - Sb + 1.3244835 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),84
15,16.330507,0.0006637456066804,(((72.60379 + Cu) + ((-0.8578757 - (Anthracene + Naphthalene)) / Acenaphthylene)) - Acenaphthylene) - -0.44709995,-Acenaphthylene + Cu - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene,PySRFunction(X=>-Acenaphthylene + Cu - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene),84
17,16.26398,0.0020410535187,(((67.324844 + Cu) + (-0.7533195 / Acenaphthylene)) - ((Acenaphthylene - Anthracene) / -0.10540459)) + (var1_Methylnaphthalene / Octadecane),Cu - (Acenaphthylene - Anthracene)/(-0.10540459) + 67.324844 + var1_Methylnaphthalene/Octadecane - 0.7533195/Acenaphthylene,PySRFunction(X=>Cu - (Acenaphthylene - Anthracene)/(-0.10540459) + 67.324844 + var1_Methylnaphthalene/Octadecane - 0.7533195/Acenaphthylene),84
19,16.212366,0.0015892811172718,((((72.60379 + Cu) + ((-0.8578757 - (Anthracene + Naphthalene)) / Acenaphthylene)) - (Acenaphthylene / -0.14831303)) - -0.44709995) - 0.412532,-Acenaphthylene/(-0.14831303) + Cu - 1*0.412532 - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene,PySRFunction(X=>-Acenaphthylene/(-0.14831303) + Cu - 1*0.412532 - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene),84
3,17.826622,0.78389159163113,P + 65.283936,P + 65.283936,PySRFunction(X=>P + 65.283936),85
5,17.326275,0.0142344112555987,(65.283936 + P) - Propylguaiacol,P - Propylguaiacol + 65.283936,PySRFunction(X=>P - Propylguaiacol + 65.283936),85
7,17.000546,0.0094893371271041,(68.68564 + P) - (Naphthalene * Isoeugenol),-Isoeugenol*Naphthalene + P + 68.68564,PySRFunction(X=>-Isoeugenol*Naphthalene + P + 68.68564),85
9,16.605139,0.011766617710621,((Cu + 72.46386) + (-0.94980806 / Acenaphthylene)) + Acenaphthylene,Acenaphthylene + Cu + 72.46386 - 0.94980806/Acenaphthylene,PySRFunction(X=>Acenaphthylene + Cu + 72.46386 - 0.94980806/Acenaphthylene),85
11,16.354788,0.007595763628379,((72.60379 + Cu) + ((-0.8578757 - Anthracene) / Acenaphthylene)) - SO_4,Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),85
13,16.3522,7.912682162600368e-05,(((-0.8578757 - Anthracene) / Acenaphthylene) + (72.60379 + (Cu + 1.3244835))) - Sb,Cu - Sb + 1.3244835 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - Sb + 1.3244835 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),85
15,16.330507,0.0006637456066804,(((72.60379 + Cu) + ((-0.8578757 - (Anthracene + Naphthalene)) / Acenaphthylene)) - Acenaphthylene) - -0.44709995,-Acenaphthylene + Cu - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene,PySRFunction(X=>-Acenaphthylene + Cu - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene),85
17,16.26398,0.0020410535187,(((67.324844 + Cu) + (-0.7533195 / Acenaphthylene)) - ((Acenaphthylene - Anthracene) / -0.10540459)) + (var1_Methylnaphthalene / Octadecane),Cu - (Acenaphthylene - Anthracene)/(-0.10540459) + 67.324844 + var1_Methylnaphthalene/Octadecane - 0.7533195/Acenaphthylene,PySRFunction(X=>Cu - (Acenaphthylene - Anthracene)/(-0.10540459) + 67.324844 + var1_Methylnaphthalene/Octadecane - 0.7533195/Acenaphthylene),85
19,16.212366,0.0015892811172718,((((72.60379 + Cu) + ((-0.8578757 - (Anthracene + Naphthalene)) / Acenaphthylene)) - (Acenaphthylene / -0.14831303)) - -0.44709995) - 0.412532,-Acenaphthylene/(-0.14831303) + Cu - 1*0.412532 - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene,PySRFunction(X=>-Acenaphthylene/(-0.14831303) + Cu - 1*0.412532 - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene),85
3,17.826622,0.78389159163113,P + 65.283936,P + 65.283936,PySRFunction(X=>P + 65.283936),86
5,17.326275,0.0142344112555987,(65.283936 + P) - Propylguaiacol,P - Propylguaiacol + 65.283936,PySRFunction(X=>P - Propylguaiacol + 65.283936),86
7,17.000546,0.0094893371271041,(68.68564 + P) - (Naphthalene * Isoeugenol),-Isoeugenol*Naphthalene + P + 68.68564,PySRFunction(X=>-Isoeugenol*Naphthalene + P + 68.68564),86
9,16.605139,0.011766617710621,((Cu + 72.46386) + (-0.94980806 / Acenaphthylene)) + Acenaphthylene,Acenaphthylene + Cu + 72.46386 - 0.94980806/Acenaphthylene,PySRFunction(X=>Acenaphthylene + Cu + 72.46386 - 0.94980806/Acenaphthylene),86
11,16.354788,0.007595763628379,((72.60379 + Cu) + ((-0.8578757 - Anthracene) / Acenaphthylene)) - SO_4,Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),86
13,16.3522,7.912682162600368e-05,(((-0.8578757 - Anthracene) / Acenaphthylene) + (72.60379 + (Cu + 1.3244835))) - Sb,Cu - Sb + 1.3244835 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - Sb + 1.3244835 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),86
15,16.330507,0.0006637456066804,(((72.60379 + Cu) + ((-0.8578757 - (Anthracene + Naphthalene)) / Acenaphthylene)) - Acenaphthylene) - -0.44709995,-Acenaphthylene + Cu - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene,PySRFunction(X=>-Acenaphthylene + Cu - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene),86
17,16.26398,0.0020410535187,(((67.324844 + Cu) + (-0.7533195 / Acenaphthylene)) - ((Acenaphthylene - Anthracene) / -0.10540459)) + (var1_Methylnaphthalene / Octadecane),Cu - (Acenaphthylene - Anthracene)/(-0.10540459) + 67.324844 + var1_Methylnaphthalene/Octadecane - 0.7533195/Acenaphthylene,PySRFunction(X=>Cu - (Acenaphthylene - Anthracene)/(-0.10540459) + 67.324844 + var1_Methylnaphthalene/Octadecane - 0.7533195/Acenaphthylene),86
19,16.212366,0.0015892811172718,((((72.60379 + Cu) + ((-0.8578757 - (Anthracene + Naphthalene)) / Acenaphthylene)) - (Acenaphthylene / -0.14831303)) - -0.44709995) - 0.412532,-Acenaphthylene/(-0.14831303) + Cu - 1*0.412532 - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene,PySRFunction(X=>-Acenaphthylene/(-0.14831303) + Cu - 1*0.412532 - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene),86
3,17.826622,0.78389159163113,P + 65.283936,P + 65.283936,PySRFunction(X=>P + 65.283936),87
5,17.326275,0.0142344112555987,(65.283936 + P) - Propylguaiacol,P - Propylguaiacol + 65.283936,PySRFunction(X=>P - Propylguaiacol + 65.283936),87
7,17.000546,0.0094893371271041,(68.68564 + P) - (Naphthalene * Isoeugenol),-Isoeugenol*Naphthalene + P + 68.68564,PySRFunction(X=>-Isoeugenol*Naphthalene + P + 68.68564),87
9,16.605139,0.011766617710621,((Cu + 72.46386) + (-0.94980806 / Acenaphthylene)) + Acenaphthylene,Acenaphthylene + Cu + 72.46386 - 0.94980806/Acenaphthylene,PySRFunction(X=>Acenaphthylene + Cu + 72.46386 - 0.94980806/Acenaphthylene),87
11,16.354788,0.007595763628379,((72.60379 + Cu) + ((-0.8578757 - Anthracene) / Acenaphthylene)) - SO_4,Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),87
13,16.3522,7.912682162600368e-05,(((-0.8578757 - Anthracene) / Acenaphthylene) + (72.60379 + (Cu + 1.3244835))) - Sb,Cu - Sb + 1.3244835 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - Sb + 1.3244835 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),87
15,16.330507,0.0006637456066804,(((72.60379 + Cu) + ((-0.8578757 - (Anthracene + Naphthalene)) / Acenaphthylene)) - Acenaphthylene) - -0.44709995,-Acenaphthylene + Cu - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene,PySRFunction(X=>-Acenaphthylene + Cu - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene),87
17,16.26398,0.0020410535187,(((67.324844 + Cu) + (-0.7533195 / Acenaphthylene)) - ((Acenaphthylene - Anthracene) / -0.10540459)) + (var1_Methylnaphthalene / Octadecane),Cu - (Acenaphthylene - Anthracene)/(-0.10540459) + 67.324844 + var1_Methylnaphthalene/Octadecane - 0.7533195/Acenaphthylene,PySRFunction(X=>Cu - (Acenaphthylene - Anthracene)/(-0.10540459) + 67.324844 + var1_Methylnaphthalene/Octadecane - 0.7533195/Acenaphthylene),87
19,16.212366,0.0015892811172718,((((72.60379 + Cu) + ((-0.8578757 - (Anthracene + Naphthalene)) / Acenaphthylene)) - (Acenaphthylene / -0.14831303)) - -0.44709995) - 0.412532,-Acenaphthylene/(-0.14831303) + Cu - 1*0.412532 - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene,PySRFunction(X=>-Acenaphthylene/(-0.14831303) + Cu - 1*0.412532 - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene),87
3,17.826622,0.78389159163113,P + 65.283936,P + 65.283936,PySRFunction(X=>P + 65.283936),88
5,17.326275,0.0142344112555987,(65.283936 + P) - Propylguaiacol,P - Propylguaiacol + 65.283936,PySRFunction(X=>P - Propylguaiacol + 65.283936),88
7,17.000546,0.0094893371271041,(68.68564 + P) - (Naphthalene * Isoeugenol),-Isoeugenol*Naphthalene + P + 68.68564,PySRFunction(X=>-Isoeugenol*Naphthalene + P + 68.68564),88
9,16.605139,0.011766617710621,((Cu + 72.46386) + (-0.94980806 / Acenaphthylene)) + Acenaphthylene,Acenaphthylene + Cu + 72.46386 - 0.94980806/Acenaphthylene,PySRFunction(X=>Acenaphthylene + Cu + 72.46386 - 0.94980806/Acenaphthylene),88
11,16.354788,0.007595763628379,((72.60379 + Cu) + ((-0.8578757 - Anthracene) / Acenaphthylene)) - SO_4,Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),88
13,16.3522,7.912682162600368e-05,(((-0.8578757 - Anthracene) / Acenaphthylene) + (72.60379 + (Cu + 1.3244835))) - Sb,Cu - Sb + 1.3244835 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - Sb + 1.3244835 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),88
15,16.330507,0.0006637456066804,(((72.60379 + Cu) + ((-0.8578757 - (Anthracene + Naphthalene)) / Acenaphthylene)) - Acenaphthylene) - -0.44709995,-Acenaphthylene + Cu - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene,PySRFunction(X=>-Acenaphthylene + Cu - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene),88
17,16.26398,0.0020410535187,(((67.324844 + Cu) + (-0.7533195 / Acenaphthylene)) - ((Acenaphthylene - Anthracene) / -0.10540459)) + (var1_Methylnaphthalene / Octadecane),Cu - (Acenaphthylene - Anthracene)/(-0.10540459) + 67.324844 + var1_Methylnaphthalene/Octadecane - 0.7533195/Acenaphthylene,PySRFunction(X=>Cu - (Acenaphthylene - Anthracene)/(-0.10540459) + 67.324844 + var1_Methylnaphthalene/Octadecane - 0.7533195/Acenaphthylene),88
19,16.212366,0.0015892811172718,((((72.60379 + Cu) + ((-0.8578757 - (Anthracene + Naphthalene)) / Acenaphthylene)) - (Acenaphthylene / -0.14831303)) - -0.44709995) - 0.412532,-Acenaphthylene/(-0.14831303) + Cu - 1*0.412532 - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene,PySRFunction(X=>-Acenaphthylene/(-0.14831303) + Cu - 1*0.412532 - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene),88
3,17.826622,0.78389159163113,P + 65.283936,P + 65.283936,PySRFunction(X=>P + 65.283936),89
5,17.326275,0.0142344112555987,(65.283936 + P) - Propylguaiacol,P - Propylguaiacol + 65.283936,PySRFunction(X=>P - Propylguaiacol + 65.283936),89
7,17.000546,0.0094893371271041,(68.68564 + P) - (Naphthalene * Isoeugenol),-Isoeugenol*Naphthalene + P + 68.68564,PySRFunction(X=>-Isoeugenol*Naphthalene + P + 68.68564),89
9,16.605139,0.011766617710621,((Cu + 72.46386) + (-0.94980806 / Acenaphthylene)) + Acenaphthylene,Acenaphthylene + Cu + 72.46386 - 0.94980806/Acenaphthylene,PySRFunction(X=>Acenaphthylene + Cu + 72.46386 - 0.94980806/Acenaphthylene),89
11,16.354788,0.007595763628379,((72.60379 + Cu) + ((-0.8578757 - Anthracene) / Acenaphthylene)) - SO_4,Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),89
13,16.3522,7.912682162600368e-05,(((-0.8578757 - Anthracene) / Acenaphthylene) + (72.60379 + (Cu + 1.3244835))) - Sb,Cu - Sb + 1.3244835 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - Sb + 1.3244835 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),89
15,16.330507,0.0006637456066804,(((72.60379 + Cu) + ((-0.8578757 - (Anthracene + Naphthalene)) / Acenaphthylene)) - Acenaphthylene) - -0.44709995,-Acenaphthylene + Cu - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene,PySRFunction(X=>-Acenaphthylene + Cu - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene),89
17,16.26398,0.0020410535187,(((67.324844 + Cu) + (-0.7533195 / Acenaphthylene)) - ((Acenaphthylene - Anthracene) / -0.10540459)) + (var1_Methylnaphthalene / Octadecane),Cu - (Acenaphthylene - Anthracene)/(-0.10540459) + 67.324844 + var1_Methylnaphthalene/Octadecane - 0.7533195/Acenaphthylene,PySRFunction(X=>Cu - (Acenaphthylene - Anthracene)/(-0.10540459) + 67.324844 + var1_Methylnaphthalene/Octadecane - 0.7533195/Acenaphthylene),89
19,16.212366,0.0015892811172718,((((72.60379 + Cu) + ((-0.8578757 - (Anthracene + Naphthalene)) / Acenaphthylene)) - (Acenaphthylene / -0.14831303)) - -0.44709995) - 0.412532,-Acenaphthylene/(-0.14831303) + Cu - 1*0.412532 - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene,PySRFunction(X=>-Acenaphthylene/(-0.14831303) + Cu - 1*0.412532 - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene),89
3,18.230223,0.0,P + 60.94132,P + 60.94132,PySRFunction(X=>P + 60.94132),9
5,17.78139,0.0124642082207921,(P + 61.529438) + Ti,P + Ti + 61.529438,PySRFunction(X=>P + Ti + 61.529438),9
7,17.40127,0.010804606347562,(P + 60.546886) + (Ti ^ 2.851052),P + Ti**2.851052 + 60.546886,PySRFunction(X=>P + Ti**2.851052 + 60.546886),9
9,17.177576,0.0064691898785095,((P + 60.546886) + (Ti ^ 2.851052)) + Pentacosane,P + Pentacosane + Ti**2.851052 + 60.546886,PySRFunction(X=>P + Pentacosane + Ti**2.851052 + 60.546886),9
11,16.87752,0.0088111266814327,(P + (((-0.154459 / Ti) / Methylfluorene) - -68.71269)) - Methylfluorene,-Methylfluorene + P - 1*(-68.71269) - 0.154459/(Methylfluorene*Ti),PySRFunction(X=>-Methylfluorene + P - 1*(-68.71269) - 0.154459/(Methylfluorene*Ti)),9
13,16.7969,0.0023941066848689,((((-0.1607346 / Ti) / Methylfluorene) - -66.12162) + (P + 1.3707918)) + Phenanthrene,P + Phenanthrene + 1.3707918 - 1*(-66.12162) - 0.1607346/(Methylfluorene*Ti),PySRFunction(X=>P + Phenanthrene + 1.3707918 - 1*(-66.12162) - 0.1607346/(Methylfluorene*Ti)),9
15,16.767872,0.0008648355256836,((P + var26_Dimethylnaphthalene) + (((-0.154459 / Ti) / Methylfluorene) - -68.71269)) + (-1.9352294 + Fluoranthene),Fluoranthene + P + var26_Dimethylnaphthalene - 1.9352294 - 1*(-68.71269) - 0.154459/(Methylfluorene*Ti),PySRFunction(X=>Fluoranthene + P + var26_Dimethylnaphthalene - 1.9352294 - 1*(-68.71269) - 0.154459/(Methylfluorene*Ti)),9
17,16.730762,0.0011078068192544,((((-0.154459 / Ti) / Methylfluorene) - -68.71269) + (((0.10922983 + P) + Cd) - SO_4)) + -0.020316042,Cd + P - SO_4 - 0.020316042 + 0.10922983 - 1*(-68.71269) - 0.154459/(Methylfluorene*Ti),PySRFunction(X=>Cd + P - SO_4 - 0.020316042 + 0.10922983 - 1*(-68.71269) - 0.154459/(Methylfluorene*Ti)),9
19,16.449106,0.0084889658266018,(1.4839118 * ((45.15057 / 0.7283899) + ((-2.5099142 - (-0.017598465 - Fluoranthene)) / ((Octadecane / Coniferylaldehyde) + Hexacosane)))) - Hexacosane,-Hexacosane + 1.4839118*(45.15057/0.7283899 + (-(-Fluoranthene - 0.017598465) - 2.5099142)/(Hexacosane + Octadecane/Coniferylaldehyde)),PySRFunction(X=>-Hexacosane + 1.4839118*(45.15057/0.7283899 + (-(-Fluoranthene - 0.017598465) - 2.5099142)/(Hexacosane + Octadecane/Coniferylaldehyde))),9
3,17.826622,0.78389159163113,P + 65.283936,P + 65.283936,PySRFunction(X=>P + 65.283936),90
5,17.326275,0.0142344112555987,(65.283936 + P) - Propylguaiacol,P - Propylguaiacol + 65.283936,PySRFunction(X=>P - Propylguaiacol + 65.283936),90
7,17.000546,0.0094893371271041,(68.68564 + P) - (Naphthalene * Isoeugenol),-Isoeugenol*Naphthalene + P + 68.68564,PySRFunction(X=>-Isoeugenol*Naphthalene + P + 68.68564),90
9,16.605139,0.011766617710621,((Cu + 72.46386) + (-0.94980806 / Acenaphthylene)) + Acenaphthylene,Acenaphthylene + Cu + 72.46386 - 0.94980806/Acenaphthylene,PySRFunction(X=>Acenaphthylene + Cu + 72.46386 - 0.94980806/Acenaphthylene),90
11,16.354788,0.007595763628379,((72.60379 + Cu) + ((-0.8578757 - Anthracene) / Acenaphthylene)) - SO_4,Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),90
13,16.3522,7.912682162600368e-05,(((-0.8578757 - Anthracene) / Acenaphthylene) + (72.60379 + (Cu + 1.3244835))) - Sb,Cu - Sb + 1.3244835 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - Sb + 1.3244835 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),90
15,16.330507,0.0006637456066804,(((72.60379 + Cu) + ((-0.8578757 - (Anthracene + Naphthalene)) / Acenaphthylene)) - Acenaphthylene) - -0.44709995,-Acenaphthylene + Cu - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene,PySRFunction(X=>-Acenaphthylene + Cu - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene),90
